"","celltypes","x","y"
"1","D",168.041526339948,670.684031676501
"2","D",807.516399072483,335.164380259812
"3","C",384.942351374775,127.295888960361
"4","D",327.734317164868,905.167199904099
"5","A",602.100674761459,165.315217804164
"6","D",604.394054040313,379.526935284957
"7","D",124.633444240317,13.4430290199816
"8","B",294.60092424415,410.994581645355
"9","D",577.609919011593,723.511781310663
"10","D",630.979274399579,303.868337068707
"11","C",512.015897547826,244.778270600364
"12","D",505.023914156482,840.092382393777
"13","A",534.035353455693,132.842669961974
"14","D",557.2494356893,546.505057485774
"15","B",867.91948764585,910.153436940163
"16","D",829.708693316206,11.1298416741192
"17","A",111.44915339537,100.751893827692
"18","D",703.68835888803,963.27164536342
"19","A",897.488264366984,179.218119708821
"20","B",279.732553754002,148.373256670311
"21","A",228.201881283894,787.007685517892
"22","A",15.3298925142735,120.756863616407
"23","A",128.981558606029,703.182348283008
"24","C",93.3819285128266,984.034860972315
"25","D",236.885007470846,890.434053493664
"26","C",791.147409472615,991.235732333735
"27","A",599.731565685943,209.854545770213
"28","D",910.147710936144,655.428024241701
"29","A",560.424553928897,912.053520558402
"30","D",755.704769166186,575.139192631468
"31","B",379.171891137958,38.8069131877273
"32","D",373.280976898968,471.165816532448
"33","A",170.290642883629,497.993708821014
"34","D",453.307323623449,929.722007596865
"35","D",258.413960458711,665.364539250731
"36","D",336.265952326357,527.007526019588
"37","A",889.583034673706,583.337807096541
"38","C",201.946298824623,626.121239736676
"39","A",579.186042770743,47.8382837027311
"40","A",207.632029894739,733.44614286907
"41","A",281.468792352825,881.960614584386
"42","A",786.281204083934,906.378271523863
"43","D",173.019349342212,839.954172028229
"44","A",570.747518213466,220.240435097367
"45","A",419.282963266596,822.971028275788
"46","D",267.622165149078,452.219536993653
"47","C",47.8094418067485,395.631872816011
"48","B",103.493053931743,531.116572441533
"49","A",314.031455665827,408.949174452573
"50","D",800.641062203795,527.896800311282
"51","A",229.324695421383,306.965032592416
"52","C",212.998440722004,76.2071772478521
"53","D",877.100905869156,23.2492734212428
"54","D",993.221963290125,501.678928500041
"55","D",844.247019849718,771.555321291089
