"","celltypes","x","y"
"1","D",184.88225992769,679.463978856802
"2","D",702.374035958201,657.219571992755
"3","D",573.326334822923,830.126791726798
"4","D",168.051920365542,465.18943249248
"5","A",943.839338840917,171.766818501055
"6","C",943.474958650768,333.717229077592
"7","D",129.158976720646,515.380631200969
"8","A",833.448815625161,875.430538319051
"9","C",468.018515501171,203.020058805123
"10","C",549.98374171555,218.096563359722
"11","D",552.67406697385,711.294958600774
"12","D",238.89475944452,70.3591469209641
"13","A",760.513313114643,455.370979616418
"14","D",180.820100707933,981.717373244464
"15","A",405.282181221992,169.122746214271
"16","C",853.548452956602,446.141904219985
"17","A",976.398489437997,319.866104051471
"18","D",225.825461093336,212.962578516454
"19","B",444.809229113162,851.932294433936
"20","A",74.9794247094542,143.220420926809
"21","A",661.898758495227,501.31885916926
"22","A",387.549542589113,256.624843925238
"23","A",836.889176862314,859.180630883202
"24","C",150.501440744847,599.277533823624
"25","D",347.27224893868,711.62679954432
"26","C",488.773231394589,325.40625333786
"27","A",149.246862856671,755.521160084754
"28","D",357.062590075657,57.1006538812071
"29","A",962.644048267975,744.65834046714
"30","D",132.372003281489,422.951159998775
"31","A",10.4145254008472,371.819754363969
"32","D",164.642242016271,978.505097795278
"33","A",810.192144475877,380.359216360375
"34","D",868.861036840826,829.502198379487
"35","D",514.281762996688,59.9838816560805
"36","C",627.196286572143,425.068361219019
"37","A",844.429003074765,929.258985444903
"38","D",284.870574250817,808.249108027667
"39","A",667.225647717714,564.478758024052
"40","A",150.469752028584,192.687234841287
"41","A",981.727862264961,384.322558296844
"42","A",297.010735142976,866.45018402487
"43","D",115.084075368941,804.031857755035
"44","A",163.200871786103,569.035393651575
"45","A",944.041808135808,283.418429782614
"46","D",794.863823568448,836.95691335015
"47","C",974.687897600234,432.1857416071
"48","A",349.088410614058,634.621175704524
"49","A",501.969880890101,342.344783246517
"50","C",810.397262685001,443.687062477693
"51","A",7.10903806611896,908.341329544783
"52","D",14.6939109545201,612.375423777848
"53","C",683.403422823176,86.1959001049399
"54","C",929.720221785828,269.167731748894
"55","D",275.40119853802,923.795049078763
"56","B",811.859695473686,261.689541395754
"57","D",785.878912778571,865.765090566128
"58","A",988.902155542746,629.336680518463
"59","A",613.952909596264,899.927106685936
"60","A",710.185730131343,948.759204009548
"61","A",770.027856575325,507.335643051192
"62","B",886.984157143161,699.805936776102
"63","D",625.121729681268,743.374052224681
"64","A",260.300035355613,590.26536042802
"65","D",859.073117841035,918.485970702022
"66","A",437.488002004102,132.854252820835
"67","C",388.144757598639,613.536230521277
"68","D",461.501105222851,699.54094151035
"69","B",218.675193376839,846.606230130419
"70","D",65.9355104435235,829.041041666642
"71","D",275.701026665047,370.917504886165
"72","D",310.381097486243,591.204893076792
"73","A",42.1755260322243,19.7936149779707
"74","D",184.673463227227,282.95158338733
"75","D",183.373228181154,880.881139310077
"76","D",755.462416447699,58.0624742433429
"77","B",288.059732178226,859.989543212578
"78","D",867.844662396237,885.681152809411
"79","D",402.642735978588,956.485971342772
"80","D",572.68500351347,738.394601037726
"81","A",350.642574951053,278.930239146575
"82","C",671.998928301036,137.3839545995
"83","A",25.0503565184772,74.092262191698
"84","A",401.101037859917,277.80524850823
"85","D",199.976529926062,207.44420052506
"86","A",856.525000883266,68.1876135058701
"87","A",971.5154285077,549.511999124661
"88","A",323.722436791286,56.289893342182
"89","A",733.191433362663,185.128312557936
"90","D",340.068240184337,419.00351177901
"91","A",976.755184587091,301.813043886796
"92","A",397.016411880031,434.281075838953
"93","A",379.998879274353,287.139857886359
"94","C",560.387630248442,504.473497858271
"95","C",463.808179134503,340.999725507572
"96","D",196.77682663314,934.554667910561
"97","A",426.943402737379,897.962102666497
"98","D",93.0251874960959,602.217464707792
"99","A",115.30912690796,694.14345221594
"100","C",440.031654201448,669.08584209159
"101","D",200.934729538858,291.824547806755
"102","B",427.63907276094,785.329120233655
"103","C",980.599981732666,478.302327217534
"104","A",828.922125510871,133.797994581982
"105","A",286.973854992539,164.823113940656
"106","D",595.916896825656,521.227629855275
"107","C",898.971946211532,65.2305977419019
"108","A",453.377000289038,118.455378571525
"109","A",147.4177793134,81.3841263297945
"110","A",128.676982596517,887.716417666525
"111","A",24.656337685883,223.671657498926
"112","A",736.311374930665,711.497001815587
"113","A",373.358564451337,395.61380748637
"114","A",574.376940494403,417.592460289598
"115","A",825.328013394028,197.457316797227
"116","A",813.695673830807,706.65268576704
"117","C",872.696340316907,586.730825016275
"118","D",110.5548995547,188.269490841776
"119","B",952.700236812234,184.464428806677
"120","C",569.002080941573,599.43281346932
"121","A",36.8684707209468,48.632083227858
"122","A",245.290916413069,726.303073111922
"123","C",978.884799173102,444.956694263965
"124","C",885.737232398242,6.86526345089078
"125","B",240.982897812501,895.56949143298
"126","A",757.211570162326,78.7799754180014
"127","A",562.836518744007,294.61355227977
"128","A",305.103095248342,738.742600893602
"129","B",693.654086906463,311.084423214197
"130","A",335.945603903383,451.42488903366
"131","D",206.109444377944,853.139025624841
"132","A",919.276255881414,375.572364078835
"133","A",22.8124498389661,814.459600718692
"134","C",963.759744539857,73.6715612001717
"135","A",315.865243552253,667.523137060925
"136","C",665.608417475596,64.8266905918717
"137","D",533.543303376064,530.763589544222
"138","C",817.796719493344,387.670919764787
"139","D",185.263509862125,794.389783637598
"140","A",399.517551530153,147.816919721663
"141","A",178.453260334209,833.13160110265
"142","D",285.434210672975,546.15801689215
"143","D",629.469827050343,588.285678066313
"144","A",300.100281601772,397.642359137535
"145","D",443.673961563036,865.885691950098
"146","A",730.200940044597,188.726943684742
"147","D",668.163536582142,782.675831345841
"148","A",311.657001264393,536.037979414687
"149","A",478.578082984313,201.453269459307
"150","A",291.410150937736,451.14662591368
"151","A",182.174213463441,614.910762291402
"152","C",360.762583091855,254.95917443186
"153","C",903.800030937418,905.292288167402
"154","D",394.047617446631,826.786543475464
"155","D",779.880527406931,531.37141908519
"156","D",284.158946480602,219.756701029837
"157","D",853.720766957849,944.424492307007
"158","A",172.242468455806,386.190519435331
"159","A",79.2641821317375,236.785310786217
"160","D",292.064977344126,564.366673817858
"161","A",840.37117776461,906.875695101917
"162","C",945.268080569804,563.982164952904
"163","D",44.9652001261711,994.845483219251
"164","B",758.382907602936,88.9393496327102
"165","D",296.887998003513,914.613138884306
"166","D",651.054438902065,697.678533848375
"167","D",84.9897842854261,875.962550519034
"168","A",975.48107500188,888.470440870151
"169","A",13.6249314527959,551.69566674158
"170","A",538.869451731443,515.028377762064
"171","C",965.781801613048,68.8072552438825
"172","C",101.073444122449,443.12506634742
"173","A",256.75134267658,222.828566329554
"174","A",895.147221162915,344.151392579079
"175","A",387.944190762937,98.8497140351683
"176","B",794.285444775596,158.189812675118
"177","A",349.396759876981,175.779385957867
"178","D",138.744306750596,861.596608068794
"179","D",650.508983526379,608.809563098475
"180","D",544.004307826981,864.607418188825
"181","A",945.244047325104,472.496858099476
"182","A",571.74574653618,792.612287448719
"183","A",953.633589204401,312.698731664568
"184","C",780.252998694777,194.688998861238
"185","A",118.28445433639,157.225949922577
"186","B",837.111808825284,276.694166706875
"187","D",87.1593176852912,307.243320159614
"188","D",748.599962564185,633.362511405721
"189","D",65.1816572062671,903.149441583082
"190","A",77.6955692563206,134.341326542199
"191","D",105.083768488839,137.048591626808
"192","C",406.686355127022,676.304505206645
"193","A",974.96451321058,107.005091384053
"194","D",164.833495859057,929.50260383077
"195","D",503.050235565752,168.458583764732
"196","D",201.554203871638,836.904288735241
"197","D",199.721848359331,383.528105681762
"198","D",178.135111229494,534.021596191451
"199","D",273.866681847721,759.228249080479
"200","D",130.6202406995,949.677399359643
"201","A",858.691586414352,666.024699341506
"202","C",645.160361891612,44.8954203166068
