"","celltypes","x","y"
"1","C",585.800305008888,570.094218943268
"2","C",8.94579570740461,894.676837371662
"3","D",293.739611981437,954.394666710868
"4","C",277.374957920983,895.487436559051
"5","A",813.574214931577,88.9350532088429
"6","D",260.427771368995,284.772340208292
"7","C",724.405892658979,858.951919479296
"8","A",906.092151300982,201.344669563696
"9","C",949.040221050382,324.119851458818
"10","D",73.144469410181,540.105013176799
"11","C",754.675026983023,247.795110102743
"12","D",286.00062080659,260.716212447733
"13","A",100.053521571681,475.012466544285
"14","D",954.06877505593,642.504752846435
"15","A",415.607118513435,951.168935978785
"16","D",455.102417618036,39.9353816173971
"17","A",971.055655973032,424.184645991772
"18","D",583.987979684025,596.82831633836
"19","A",962.20462443307,409.455789485946
"20","A",761.70240319334,988.36304130964
"21","B",714.508535340428,552.747125038877
"22","A",996.612856863067,710.112117230892
"23","A",506.270894315094,651.496343780309
"24","D",489.94323820807,742.099502123892
"25","C",649.161368608475,439.908790867776
"26","C",830.80641226843,357.19790449366
"27","A",481.99900239706,684.316848637536
"28","C",841.746223624796,821.38292863965
"29","A",513.701735064387,290.382094448432
"30","D",529.777535470203,478.149292059243
"31","A",567.112212534994,292.382484301925
"32","C",238.9488783665,617.86714149639
"33","A",877.995934104547,790.2776398696
"34","D",654.522017110139,711.809806991369
"35","D",482.370894635096,504.905949812382
"36","D",971.029797103256,892.370590707287
"37","A",460.025910520926,805.223484057933
"38","C",622.05648701638,599.891671445221
"39","B",388.418034650385,41.4822825696319
"40","A",6.59272680059075,776.739198481664
"41","A",938.319087261334,236.232755472884
"42","A",242.171092424542,455.251535633579
"43","C",565.594530198723,320.474786218256
"44","B",180.899103172123,2.70947511307895
"45","A",904.499290045351,17.3521323595196
"46","D",84.2913051601499,697.476567933336
"47","C",901.171715464443,876.257511787117
"48","A",891.611465718597,217.580361757427
"49","B",723.374933004379,571.970724733546
"50","C",564.809889299795,399.84422759153
"51","A",388.609998160973,383.530713384971
"52","C",745.9288504906,191.223847912624
"53","C",895.420984365046,155.577753670514
"54","C",809.07674995251,161.104024155065
"55","C",818.546326132491,206.383257405832
"56","A",421.199968550354,920.534166740254
"57","D",176.696498412639,259.868239518255
"58","A",173.786558909342,972.616859944537
"59","A",892.545744543895,680.15292333439
"60","A",743.334062164649,13.8703868724406
"61","A",560.983883915469,279.826610349119
"62","A",71.2338301818818,500.091662863269
"63","C",853.584753349423,201.7655109521
"64","A",913.710964843631,779.001946561038
"65","C",225.361202843487,901.365814963356
"66","A",628.560133045539,451.039908686653
"67","D",69.1449935548007,112.187559949234
"68","C",514.853976666927,903.157425578684
"69","A",805.417287861928,491.927082650363
"70","C",971.789465518668,303.918488323689
"71","D",342.915244866163,840.373477200046
"72","C",631.36344240047,247.350990772247
"73","A",410.054257372394,5.51594491116703
"74","D",345.694060437381,909.984989557415
"75","C",824.872852535918,533.546162536368
"76","C",689.900528639555,281.966600799933
"77","B",320.645014755428,131.515882676467
"78","D",441.329659428447,895.394182996824
"79","C",261.885447893292,928.285835077986
"80","D",133.204466663301,136.756542371586
"81","A",910.47868761234,280.616499017924
"82","C",709.167925873771,911.785482661799
"83","A",572.026313049719,849.469067994505
"84","A",916.968236677349,558.616704540327
"85","C",901.910115499049,634.328718064353
"86","A",58.621987234801,290.192564250901
"87","A",45.7009491510689,821.119708474725
"88","B",988.808509195223,531.539880903438
"89","A",205.824960023165,490.944157820195
"90","C",929.055972024798,950.226568384096
"91","A",194.303552154452,404.874206287786
"92","A",126.80093664676,752.534771803766
"93","A",539.368811063468,994.491696357727
"94","D",272.337059257552,376.140170032158
"95","C",353.586649522185,543.120492482558
"96","C",84.1048567090183,919.314990984276
"97","A",765.4377091676,940.416662488133
"98","D",444.485993124545,781.135319499299
"99","A",36.1374919302762,686.134936287999
"100","C",701.289142947644,365.539806429297
"101","D",253.427358111367,648.041598498821
"102","A",629.631243413314,299.322156002745
"103","D",266.40361500904,775.003241607919
"104","A",532.445900142193,608.576645841822
"105","A",468.264800496399,12.7904280088842
"106","D",574.396894779056,962.060750927776
"107","D",668.445498216897,816.385779296979
"108","A",212.113675428554,175.432336283848
"109","A",975.632399087772,111.589493695647
"110","A",809.382772771642,565.093408338726
