"","celltypes","x","y"
"1","D",200.214452575892,72.8270744439214
"2","D",685.218595666811,668.93366468139
"3","C",916.87577450648,893.353764200583
"4","C",284.399457275867,858.155605848879
"5","B",104.650127934292,332.889937097207
"6","D",701.057459227741,820.845129434019
"7","C",527.959984261543,502.740423195064
"8","B",807.935200864449,360.091157257557
"9","D",956.5001251176,549.560508225113
"10","C",110.453018685803,786.638003773987
"11","D",273.284949595109,341.039201244712
"12","D",490.513201802969,25.882092770189
"13","B",318.404018646106,713.423374341801
"14","D",559.172826586291,544.006299925968
"15","B",262.593138730153,945.9682200104
"16","D",201.875211205333,476.620462490246
"17","B",387.525747064501,158.183465944603
"18","D",887.869771569967,545.93633976765
"19","B",554.92255394347,694.738094694912
"20","B",842.179385246709,788.024697219953
"21","A",890.207114629447,638.224410591647
"22","B",720.700970385224,272.599449148402
"23","B",211.340273730457,578.031927812845
"24","D",225.717290770262,527.947732014582
"25","D",139.983697095886,847.102507716045
"26","D",479.913854040205,527.091702912003
"27","B",437.411859631538,170.04806199111
"28","D",965.964139439166,374.441155232489
"29","B",141.913911094889,680.572226177901
"30","D",954.978888388723,413.53269200772
"31","B",444.730556104332,466.46461286582
"32","D",59.3624736648053,255.874927155674
"33","B",275.149184744805,129.146093036979
"34","D",31.1482592951506,397.994558792561
"35","D",14.4823438022286,408.856490626931
"36","C",487.169028958306,432.395060546696
"37","B",595.151623012498,486.732794903219
"38","D",597.853036830202,634.592802729458
"39","B",397.680514957756,157.921905163676
"40","B",396.830396959558,69.0920408815145
"41","B",816.076069371775,528.516945894808
"42","B",235.198754351586,544.168959138915
"43","D",826.870246091858,943.791358498856
"44","B",533.475931501016,848.696023691446
"45","B",928.942713653669,665.584125556052
"46","C",549.794725608081,887.761939549819
"47","D",760.142526822165,621.053407667205
"48","B",68.5097624082118,745.347549207509
"49","B",793.609339045361,548.414378194138
"50","C",632.80342775397,179.333446081728
"51","B",384.576936485246,93.9152808859944
"52","C",566.272675059736,979.215285973623
"53","C",921.990567352623,181.50407448411
"54","D",975.8776135277,371.651756344363
"55","D",933.033839333802,291.897131595761
"56","B",381.162660429254,977.308733388782
"57","D",255.56407077238,215.885449899361
"58","B",257.483700523153,670.349175808951
"59","B",196.886381134391,641.271603759378
"60","A",136.400904972106,448.187071131542
"61","B",623.966502491385,374.722630251199
"62","B",173.745283158496,860.01037643291
"63","D",866.43457855098,674.844520399347
"64","A",989.33568620123,719.512276118621
"65","D",986.635761801153,574.316082755104
"66","B",892.013083212078,165.599621133879
"67","C",888.217610539868,792.025856906548
"68","C",157.343514729291,813.530932413414
"69","B",930.459470953792,125.237108906731
"70","D",826.930246781558,724.324259208515
"71","C",829.343417659402,158.090996323153
"72","D",717.340295435861,842.393710976467
"73","B",156.359620392323,898.018494481221
"74","D",835.461407201365,863.395157968625
"75","C",22.7246168069541,589.113933034241
"76","D",919.127090135589,789.205611683428
"77","B",39.0189492609352,76.5192438848317
"78","C",700.119586894289,457.382863853127
"79","D",443.299840670079,262.198223732412
"80","D",313.868451630697,643.603562610224
"81","A",939.436482265592,509.681566851214
"82","D",823.745482368395,919.886560644954
"83","B",211.15410537459,949.496034998447
"84","B",91.629440896213,513.465225929394
"85","C",470.27487680316,994.411484105512
"86","B",50.0614177435637,802.147349575534
"87","A",970.998018281534,512.320275651291
"88","B",783.15553558059,236.537481658161
"89","B",323.990452336147,564.699914539233
"90","D",611.486446345225,13.6224715970457
"91","B",713.018075795844,242.961659096181
"92","B",335.996784735471,35.9413856640458
"93","A",187.537162331864,968.732613371685
"94","D",396.902390290052,181.996426777914
"95","D",322.670334018767,653.498833766207
"96","C",815.956362290308,187.73147999309
"97","B",234.432047000155,202.919138362631
"98","D",625.406510196626,72.466298006475
"99","B",472.410775022581,57.4302319437265
"100","D",455.700200982392,461.224341532215
