"","celltypes","x","y"
"1","D",606.268297648057,614.806159166619
"2","D",937.64197290875,153.844291577116
"3","D",264.352067606524,148.239036789164
"4","D",380.093919346109,341.441653901711
"5","B",807.483389042318,143.584376899526
"6","D",978.075725259259,553.195995511487
"7","C",957.933716475964,454.18639224954
"8","A",762.731856433675,686.36035756208
"9","D",509.648534934968,146.981138503179
"10","C",64.4767952617258,798.968472983688
"11","D",643.572765169665,283.631443278864
"12","D",915.908884257078,156.457936856896
"13","B",95.2325807884336,731.649880530313
"14","D",295.372802997008,19.8851823806763
"15","A",769.93169891648,857.991847209632
"16","C",255.893525900319,946.528626373038
"17","B",517.895726021379,714.014209574088
"18","C",677.84993047826,992.396899033338
"19","B",147.227819310501,493.947735987604
"20","B",700.526044936851,887.127078603953
"21","A",957.992534851655,386.284624459222
"22","A",828.625058988109,14.2776048742235
"23","A",119.278803002089,195.89201756753
"24","C",240.340991178527,355.840831063688
"25","C",743.188487831503,772.907736944035
"26","C",315.797621617094,841.692962916568
"27","B",356.225434923545,272.465534508228
"28","C",914.359879679978,10.8815792482346
"29","B",274.401541100815,152.618321357295
"30","D",433.338072383776,348.821995547041
"31","B",521.773493150249,926.886491244659
"32","D",126.169137191027,459.494395880029
"33","B",956.151891965419,119.277788326144
"34","C",760.002784896642,815.077860141173
"35","C",136.895708739758,318.449991988018
"36","C",930.865071713924,724.31000857614
"37","B",386.182860704139,967.363652540371
"38","D",59.2230462934822,652.798815863207
"39","B",986.357388785109,358.99945627898
"40","B",766.906925244257,67.4125975929201
"41","A",698.03210766986,118.704390712082
"42","A",723.329063737765,171.897164778784
"43","D",80.0228361040354,31.171984737739
"44","A",938.6823666282,827.978009590879
"45","A",978.040572721511,868.062964640558
"46","D",826.704839477316,66.7548079509288
"47","D",117.385520832613,323.43143527396
"48","B",422.408899990842,661.893398500979
"49","B",575.494625372812,435.075904009864
"50","D",985.995413735509,76.9375308882445
"51","B",121.053634909913,528.750490862876
"52","C",332.965571200475,935.515260789543
"53","D",484.811321366578,143.007710343227
"54","D",823.713784571737,385.805509053171
"55","D",990.718791494146,378.913999767974
"56","B",898.702976759523,510.070270160213
"57","D",918.254539137706,87.5702439807355
"58","B",443.084089783952,465.793980518356
"59","B",287.626383127645,503.185362089425
"60","B",214.615171775222,734.096828149632
"61","B",250.963960308582,702.064912533388
"62","A",904.474277049303,409.331238362938
"63","D",688.795320689678,131.867783376947
"64","A",617.795266211033,532.592957373708
"65","D",119.121351279318,462.944311555475
"66","A",610.549529315904,38.4915906470269
"67","D",144.864237634465,961.435284232721
"68","C",990.378511603922,737.409227527678
"69","B",872.419424820691,254.860787186772
"70","D",82.5011602137238,276.095973094925
"71","D",436.33605283685,234.180625295267
"72","C",543.658820446581,845.903843874112
"73","A",735.814004903659,692.290427396074
"74","C",419.457231415436,972.39947039634
"75","C",947.056510718539,24.6898124460131
"76","D",77.1456812508404,199.173727538437
"77","B",423.283766489476,501.944904448465
"78","C",931.476291734725,664.826163090765
"79","C",53.9403925649822,366.487520979717
"80","C",300.500662764534,781.518178526312
"81","B",188.0340622738,268.941682064906
"82","D",97.705744439736,534.085870487615
"83","B",332.749226363376,217.093243729323
"84","A",784.472109517083,334.902046713978
"85","D",336.64979506284,380.675483494997
"86","B",496.562947751954,514.464219566435
"87","B",432.310797739774,225.627823732793
"88","B",560.277027776465,530.257018748671
"89","A",597.085702698678,208.638551877812
"90","C",739.067831309512,690.391312586144
"91","A",227.90989628993,80.9643084648997
"92","B",120.417262427509,970.610827673227
"93","B",392.06377742812,613.219918683171
"94","C",443.603728432208,731.365735642612
"95","C",965.967702446505,967.08176494576
"96","D",433.034588117152,513.417487032712
"97","B",505.678245099261,500.956121599302
"98","C",666.30504722707,830.0213762559
"99","B",574.578433763236,783.184693660587
"100","D",139.0171777457,29.84190848656
"101","D",478.414323879406,105.589936487377
"102","A",786.65702813305,309.849362587556
"103","C",677.820089505985,523.82744778879
"104","B",197.552339639515,925.381385954097
"105","B",275.330372853205,401.550176087767
"106","D",562.374433735386,621.349544962868
"107","C",896.751801483333,884.840446989983
"108","B",840.895323781297,193.499822402373
"109","B",126.036438858137,605.547993676737
"110","A",744.173563085496,882.975568762049
"111","A",860.955795506015,767.530664103106
"112","B",201.245312578976,275.418309262022
"113","B",63.1328064482659,494.458755478263
"114","B",359.528437955305,849.548792233691
"115","B",57.7735607512295,585.576546611264
"116","A",957.144672749564,132.34174484387
"117","D",454.582184320316,324.222592171282
"118","C",666.068783495575,807.342407759279
"119","B",544.274762505665,49.4314725510776
"120","D",210.259523009881,289.122614078224
"121","B",584.780134027824,841.212970437482
"122","B",474.394260207191,278.708077035844
"123","D",710.133860819042,481.854102574289
"124","D",601.665305672213,128.631317289546
"125","B",144.681617617607,341.12361795269
"126","A",644.696147879586,562.11388646625
"127","B",53.6935441195965,804.072526050732
"128","B",506.292685167864,696.046815952286
"129","B",367.624677252024,664.007758721709
"130","B",778.594356728718,902.415183605626
"131","D",581.189623568207,520.538172218949
"132","B",454.014873830602,140.118952840567
"133","B",411.244416609406,327.12656352669
"134","D",232.140203239396,444.439572282135
"135","B",181.514190742746,791.044589830562
"136","D",121.27485871315,107.69089916721
"137","D",209.513661917299,137.728322995827
"138","C",970.602202462032,850.071683293208
"139","D",709.896887186915,111.904628807679
"140","B",364.018715918064,991.355929756537
"141","B",348.572268383577,963.827969273552
"142","C",214.884231798351,685.173379722983
"143","D",327.348855091259,149.782940978184
"144","A",748.351390473545,660.704110283405
"145","C",491.567453602329,841.972635127604
"146","B",153.232156299055,246.387852821499
"147","D",274.447271367535,355.820177122951
"148","B",28.8350176997483,545.547059969977
"149","B",377.95117078349,644.712886307389
"150","A",914.390326011926,531.718204263598
"151","B",247.735689859837,923.190211877227
"152","D",371.157636167482,432.871250668541
"153","D",419.936576392502,645.532523980364
"154","D",765.423242002726,344.605279853567
"155","D",867.960146162659,719.953055959195
"156","D",786.933468887582,632.829807931557
"157","C",795.597726712003,939.35902393423
"158","A",827.802724204957,614.029354648665
"159","A",894.517984008417,888.617895776406
"160","C",32.9650929197669,837.010498857126
"161","B",995.447656139731,156.211456516758
"162","D",874.200262827799,803.279459476471
"163","C",479.646837804466,709.794490365312
"164","B",946.118905441836,150.955040473491
"165","D",987.03284887597,179.796257987618
"166","C",724.26392394118,112.426441395655
"167","C",494.465999305248,950.780728831887
"168","B",198.145095026121,541.233321186155
"169","B",60.8834403101355,201.595766237006
"170","A",950.906194979325,459.922911599278
"171","D",83.8103957939893,921.989999245852
"172","C",823.380398796871,105.013580061495
"173","A",930.54613401182,555.003885412589
"174","B",2.89455894380808,962.596651632339
"175","B",399.391690501943,486.25192954205
"176","B",679.723375244066,344.580531585962
"177","B",372.106117429212,883.061819244176
"178","D",402.120027225465,79.4451592955738
"179","D",233.723669778556,25.2261883579195
"180","D",657.663338817656,421.122472034767
"181","B",25.4484168253839,86.5549496375024
"182","B",116.750898538157,679.915886837989
"183","A",663.830489385873,238.177028950304
"184","C",999.286236939952,465.766517212614
"185","A",881.334595847875,782.048712251708
"186","A",796.70017096214,943.996095797047
"187","C",820.679934695363,961.37904538773
"188","C",47.133686253801,739.922134205699
"189","D",538.028268376365,113.097557798028
"190","B",574.364453786984,11.3007216714323
"191","D",46.0491310805082,305.626768618822
"192","D",68.5904202982783,312.92177294381
"193","A",838.993417099118,195.121650816873
"194","C",300.739538855851,936.212413711473
"195","D",239.524860866368,423.933325801045
"196","C",992.624351289123,24.2699226364493
"197","D",276.246294612065,561.450200853869
"198","C",990.539908176288,886.072997469455
"199","D",143.235099036247,394.404784077778
"200","D",33.9857230428606,978.845762088895
"201","B",173.412122298032,704.567454755306
"202","C",994.653829839081,972.552842693403
"203","C",537.409845273942,820.002367254347
"204","C",377.812480786815,852.116411784664
"205","C",526.411952916533,834.516746690497
"206","D",186.498906696215,576.75090781413
"207","C",160.926763899624,706.776310456917
"208","D",295.763165690005,302.353908540681
"209","B",471.255199518055,380.908821709454
"210","B",248.284154338762,609.183972934261
"211","D",411.667814943939,292.816692264751
"212","D",53.5529784392565,213.012683670968
"213","D",443.233325844631,498.074425850064
"214","C",997.953024227172,153.060357552022
"215","D",703.815600834787,216.785003198311
"216","D",421.952705830336,195.084212580696
"217","B",353.994978126138,871.179684530944
"218","D",872.917728032917,185.627721017227
"219","A",179.266952211037,142.552929464728
"220","D",922.429672675207,289.740613661706
"221","D",260.689113289118,451.945538632572
"222","B",924.466139404103,376.673061866313
"223","C",196.85378158465,531.132681528106
"224","D",538.737886119634,46.4084967970848
"225","B",53.1484677921981,250.065010040998
"226","C",991.83241603896,731.076299445704
"227","C",865.74285919778,887.333880877122
"228","B",542.175878537819,727.401037467644
"229","B",332.545151468366,383.641924709082
"230","C",730.654628714547,980.009626829997
"231","B",726.780245779082,638.797722524032
"232","B",587.569365743548,627.512751612812
"233","B",516.736173303798,267.400339012966
"234","B",725.178732536733,24.6332811657339
"235","A",721.105854958296,841.724551748484
"236","C",510.50606300123,772.932455176488
"237","B",150.310717755929,594.285935163498
"238","D",412.101779133081,283.523151185364
"239","C",796.219121897593,937.615120550618
"240","D",263.811099110171,789.532745722681
"241","C",360.533398808911,765.715338289738
"242","B",389.483611565083,150.20667295903
"243","C",574.352275812998,800.623408751562
"244","D",489.393688971177,458.070803200826
"245","B",416.242998559028,674.825955182314
"246","D",315.479995217174,758.926191367209
"247","B",337.8649528604,675.327071920037
"248","B",908.047467703,154.832292813808
"249","D",226.946945535019,498.275255551562
"250","B",346.80835227482,597.609563730657
"251","D",434.062359854579,511.621792800725
"252","B",972.380868624896,964.449673425406
"253","C",8.25491431169212,985.549782402813
"254","B",804.63687190786,190.594670595601
"255","C",811.451808083802,401.05878864415
"256","D",860.627557849512,312.961559742689
"257","C",399.707384873182,796.235546004027
"258","D",909.703348530456,239.209159975871
"259","D",49.5363660156727,996.778241824359
"260","B",965.944889932871,71.6082968283445
"261","D",566.054904833436,529.787571402267
"262","B",170.250872382894,251.423205481842
"263","D",822.28016294539,342.828082153574
"264","B",767.699867719784,806.755304802209
"265","C",168.5113850981,706.031625857577
"266","B",693.114426685497,671.719465404749
"267","C",684.424045030028,647.627740167081
"268","B",554.481456521899,385.292063467205
"269","D",870.24475238286,546.999145066366
"270","B",48.3299833722413,549.977620365098
"271","A",747.97320459038,642.098292941228
"272","A",655.480639077723,308.880101423711
"273","A",912.605731515214,855.048548895866
"274","C",988.737740553916,554.510036017746
"275","C",846.827210392803,712.061562109739
"276","B",86.5012879949063,510.328335454687
"277","D",491.34183395654,46.1345969233662
"278","A",782.712805084884,369.106415426359
"279","D",67.6355664618313,286.368719069287
"280","B",372.878674417734,612.649624468759
"281","B",159.983447985724,356.712295673788
"282","B",54.8820893745869,929.107872536406
"283","D",721.69671440497,43.9697953406721
"284","A",826.836310792714,551.523253088817
"285","A",784.971130546182,711.031450191513
"286","D",510.837750276551,676.752948202193
"287","A",907.173312501982,51.5971577260643
"288","C",258.482524659485,560.621428536251
"289","D",763.38117942214,238.134215120226
"290","B",280.233191326261,507.603565696627
"291","B",83.6834732908756,875.671691261232
"292","C",810.793914366513,864.591992460191
"293","C",540.969504509121,888.073216890916
"294","A",814.898913959041,757.220366736874
"295","D",36.0058953519911,41.8427109252661
"296","B",461.054812883958,951.050754170865
"297","D",834.727251203731,236.059346236289
"298","A",680.266623618081,690.931016113609
"299","B",585.695432964712,918.9495050814
"300","B",551.674890564755,29.425801243633
"301","D",700.248347828165,438.410483300686
"302","C",264.573715627193,715.381346875802
"303","B",293.452917598188,584.373620571569
"304","B",103.979328880087,84.2602211050689
"305","B",42.9878395516425,49.0136358421296
"306","B",482.640808448195,693.111858097836
"307","D",848.522370215505,470.872860401869
"308","B",524.221213301644,897.14661706239
"309","B",125.666255829856,525.223795324564
"310","C",222.076565725729,755.977482767776
"311","B",395.069726277143,722.828309983015
"312","B",576.011069817469,19.3531787954271
"313","B",121.556407306343,576.235294807702
"314","B",523.148931795731,143.952772021294
"315","B",416.021354030818,614.402398001403
"316","B",272.230942035094,534.284800989553
"317","D",42.5515619572252,988.613298628479
"318","C",773.333845194429,843.506061704829
"319","D",75.1780676655471,162.96952473931
"320","B",861.959255766124,754.60522971116
"321","D",798.017191002145,293.464705813676
"322","B",749.445052351803,645.185631932691
"323","D",681.807314045727,158.78859302029
"324","B",305.761958472431,666.430600220338
"325","A",666.877639247105,225.960872601718
"326","B",647.984313312918,973.864699248224
"327","A",681.344186654314,737.811126280576
"328","B",596.565284533426,164.118024054915
"329","A",958.796768449247,615.972977830097
"330","B",540.817321743816,818.143022013828
"331","C",817.221366334707,590.751948999241
"332","A",757.459438638762,410.682362969965
"333","C",614.218764007092,936.673744348809
"334","A",999.642190756276,884.298624237999
"335","C",191.087249899283,521.145657403395
"336","C",932.494949549437,690.467815613374
