"","celltypes","x","y"
"1","D",265.5086631421,871.805021073669
"2","D",372.12389963679,967.197048477829
"3","D",572.853363351896,866.916270926595
"4","C",908.207789994776,437.715301522985
"5","A",201.681931037456,191.937792114913
"6","C",898.389684967697,82.2944045066833
"7","C",944.675268605351,583.451637532562
"8","A",660.797792486846,70.3614954836667
"9","C",629.11404389888,527.662655804306
"10","D",61.7862704675645,472.288285382092
"11","C",205.974574899301,48.1913706753403
"12","C",176.556752528995,594.540807651356
"13","B",687.022846657783,791.271215071902
"14","C",384.103718213737,598.868683679029
"15","B",769.841419998556,27.9159292113036
"16","C",497.699242085218,395.72663186118
"17","B",717.618508264422,106.243964517489
"18","D",991.906094830483,24.1113880183548
"19","A",380.035179434344,840.897767804563
"20","A",777.445221319795,326.39992586337
"21","A",934.705231105909,294.2976471968
"22","A",212.142521282658,822.897979756817
"23","B",651.673766085878,414.347424637526
"24","D",125.555095961317,10.1712229661644
"25","C",267.220668727532,52.4083885829896
"26","C",386.114092543721,730.370381381363
"27","A",13.3903331588954,73.3949469868094
"28","C",382.387957070023,70.3566265292466
"29","B",869.69084572047,637.171967187896
"30","C",340.34899668768,413.30587095581
"31","A",482.080115471035,430.717830779031
"32","C",599.565825425088,80.2463705185801
"33","A",493.541307048872,277.116678655148
"34","D",186.217601411045,794.071018928662
"35","C",827.373318606988,91.0974657163024
"36","C",668.466738192365,276.682177558541
"37","B",794.23986072652,136.255458230153
"38","D",107.943625887856,663.4760950692
"39","A",723.710946040228,979.130022460595
"40","A",411.274429643527,211.811334360391
"41","A",820.946294115856,372.02698434703
"42","A",647.060193819925,118.364716647193
"43","C",782.93276228942,780.536147300154
"44","B",553.036311641335,65.5782136600465
"45","A",529.719580197707,783.775092335418
"46","C",789.356231689453,123.852211982012
"47","D",23.331202333793,777.341672452167
"48","A",477.230065036565,361.34907277301
"49","B",732.3137386702,615.930010797456
"50","D",692.731556482613,917.042729211971
"51","A",477.619622135535,105.220099911094
"52","D",861.2094768323,715.545793995261
"53","C",438.097107224166,156.366555485874
"54","C",244.797277031466,261.575721204281
"55","C",70.6790471449494,773.791367653757
"56","A",99.4661601725966,594.759070547298
"57","C",316.27170718275,95.3767166938633
"58","A",518.634263193235,158.467933768407
"59","B",662.0050764177,701.090714894235
"60","A",406.830187188461,269.182726275176
"61","A",912.875924259424,296.830063685775
"62","A",293.603372760117,562.665292294696
"63","C",459.065726259723,345.176512375474
"64","A",332.394674187526,996.363310841843
"65","C",650.87046707049,214.889628114179
"66","A",258.016780717298,590.747197624296
"67","C",478.545248275623,408.99104741402
"68","C",766.310670645908,539.928927551955
"69","A",84.2469143681228,809.806877514347
"70","C",875.321330036968,10.6531432829797
"71","C",339.072937844321,674.989556195214
"72","C",839.440350187942,880.181554006413
"73","A",346.68348915875,408.088765805587
"74","D",333.774930797517,894.052134593949
"75","C",476.351245073602,807.851313846186
"76","C",892.198335845023,52.2684226743877
"77","A",864.339470630512,951.139469398186
"78","C",389.989543473348,498.940351651981
"79","C",777.320698834956,497.459183679894
"80","C",960.617997217923,201.222010422498
"81","A",434.659484773874,680.997319286689
"82","C",712.514678714797,547.304183710366
"83","A",399.994368897751,609.57774030976
"84","A",325.352151878178,308.182996464893
"85","C",757.087148027495,164.061164716259
"86","A",202.692255144939,847.399726277217
