"","celltypes","x","y"
"1","C",988.909297855571,893.725381465629
"2","C",397.745453286916,833.603897597641
"3","C",115.697778761387,221.984284697101
"4","C",69.7486787103117,665.734613779932
"5","B",243.749390589073,585.575065808371
"6","C",792.010425822809,792.919185711071
"7","C",340.062352828681,357.791883405298
"8","A",972.062500659376,400.579757522792
"9","C",165.855484548956,205.916361650452
"10","D",459.103665780276,42.3225862905383
"11","C",171.748076798394,719.838132150471
"12","C",231.477101799101,128.373079700395
"13","A",772.811945760623,104.846597649157
"14","C",96.3015416637063,40.8301902934909
"15","A",453.447770094499,62.3255355749279
"16","C",84.7007129341364,207.761398982257
"17","A",560.66586705856,261.348998174071
"18","C",8.70459992438555,12.4922485556453
"19","B",985.737090697512,816.684062359855
"20","B",316.584804095328,850.73369462043
"21","B",639.44894191809,27.514478424564
"22","A",295.223235385492,73.3630352187902
"23","B",996.703693876043,496.846051421016
"24","C",906.021320261061,682.212865911424
"25","C",988.739144057035,769.14949901402
"26","C",65.6457394361496,209.796245908365
"27","B",627.038758480921,798.072399338707
"28","C",490.475040860474,417.680519167334
"29","B",971.024412894621,885.058418149129
"30","C",362.220847513527,274.630767991766
"31","A",679.993461119011,164.824715116993
"32","C",263.719930313528,536.001958884299
"33","B",185.714261373505,562.705417629331
"34","C",185.143221635371,285.012498730794
"35","C",379.296746570617,752.662773942575
"36","C",847.024392103776,649.529283167794
"37","B",498.076133430004,668.396542081609
"38","C",790.585573529825,271.532377228141
"39","B",838.463871972635,740.436540683731
"40","B",456.903864862397,958.137179259211
"41","B",799.4758146815,895.023381337523
"42","B",381.943061249331,204.857910750434
"43","C",759.701231494546,668.257663026452
"44","B",436.775602167472,663.167964667082
"45","B",904.21772073023,756.511895451695
"46","C",319.534913869575,178.137785056606
"47","C",82.5690927449614,636.13573438488
"48","B",816.289079375565,918.945626355708
"49","B",898.476220667362,665.069429669529
"50","C",966.496397741139,943.109905347228
"51","B",573.068883037195,816.05066685006
"52","D",720.079496502876,346.073808381334
"53","D",774.058624170721,414.112471509725
"54","C",627.760800532997,743.087040726095
"55","C",722.989341476932,683.34816256538
"56","A",386.831278912723,958.822594722733
"57","C",162.790777860209,927.266883896664
"58","A",187.228283379227,430.884060449898
"59","B",391.249474138021,261.413248023018
"60","B",273.901209700853,830.313953571022
"61","B",191.917748190463,180.986674968153
"62","A",504.391806432977,25.3970450721681
"63","D",763.840356841683,190.217689378187
"64","A",693.668870721012,2.36828345805407
"65","C",544.054188299924,658.134465804324
"66","B",659.087226260453,958.416643552482
"67","D",468.728380044922,37.5822486821562
"68","D",481.805538991466,73.228512192145
"69","B",337.063598446548,779.909720178694
"70","D",424.52630167827,34.2954315710813
"71","C",287.015130976215,479.012559168041
"72","C",601.19153209962,997.313925530761
"73","A",840.742326341569,148.651159834117
"74","C",620.837047696114,680.95137225464
"75","C",134.551619179547,375.880965963006
"76","C",567.722429521382,713.019442511722
"77","B",443.426331039518,143.513045739383
"78","C",437.975422712043,729.407750070095
"79","C",623.617232544348,417.330261552706
"80","C",932.653341908008,194.078588625416
"81","B",888.492583297193,276.313844602555
"82","C",878.540561068803,647.614621091634
"83","B",242.176947649568,54.818102857098
"84","B",741.453797090799,882.776214275509
"85","C",387.656313367188,963.441364932805
"86","B",78.9517387747765,399.090783903375
"87","B",94.8355500586331,383.048682706431
"88","B",762.142731109634,754.975357092917
"89","B",347.894025733694,181.045313132927
"90","D",416.766708949581,23.628176888451
"91","B",344.016230665147,698.246578220278
"92","B",8.41092271730304,788.599282270297
"93","B",911.57499072142,679.604224627838
"94","C",182.205418590456,278.06147467345
"95","C",722.803449025378,774.264184758067
"96","C",571.963330730796,347.35943027772
"97","A",540.036413585767,641.540959710255
"98","C",354.947415413335,567.836295813322
"99","B",824.091838207096,740.401491522789
"100","C",186.136761214584,392.002248903736
"101","C",396.3745853398,964.771546190605
"102","B",486.214877106249,860.692509217188
"103","D",496.940902201459,313.834018772468
"104","B",387.040419271216,464.813781669363
"105","B",643.247553613037,956.634536618367
"106","D",343.83024671115,14.5931479055434
"107","D",956.104083219543,359.459669096395
"108","A",42.7117415238172,180.251274025068
"109","B",765.387396328151,416.747110197321
"110","B",203.770042629912,85.8980836346745
"111","B",684.75456465967,796.335390768945
"112","B",396.167753497139,156.644499860704
"113","A",58.4559366106987,225.770052988082
"114","B",736.253970069811,548.731691204011
"115","B",624.852455453947,567.463221726939
"116","B",629.168641287833,383.195886388421
"117","C",565.918158506975,297.197603853419
"118","C",789.32050592266,396.978297736496
"119","A",184.084703447297,37.046167999506
"120","D",832.688440103084,105.595835950226
"121","B",530.43822105974,159.821575740352
"122","B",473.129902500659,123.200468253344
"123","C",563.226733123884,896.871176781133
"124","C",221.21681808494,581.683256197721
"125","B",706.667148973793,645.629120059311
"126","B",321.192661998793,126.284624449909
"127","B",759.534939192235,448.758822400123
"128","B",160.266412422061,882.343494798988
"129","A",625.125044956803,51.453412277624
"130","B",108.3144901786,829.857186879963
"131","D",866.338780848309,38.3721140678972
"132","B",778.653252637014,471.83226631023
"133","B",779.099110281095,123.204148840159
"134","D",505.085684824735,64.9182761553675
"135","B",875.641986960545,295.741200447083
"136","C",657.582362182438,11.4048749674112
"137","D",896.288546733558,318.450469058007
"138","C",809.519769158214,972.406091867015
"139","D",758.230992825702,214.098487049341
"140","B",805.500210495666,742.901902412996
"141","B",667.357170721516,648.185153258964
"142","C",513.291478855535,629.44341567345
"143","C",178.107399493456,241.568518802524
"144","B",562.763405265287,34.0946216601878
"145","C",269.084484083578,20.8359912503511
"146","B",719.01514264755,903.442553244531
"147","C",193.064247723669,162.550068926066
"148","A",924.299746984616,326.731067849323
"149","A",50.5528075154871,715.236190473661
"150","B",967.109257588163,581.329117296264
"151","B",92.4464738927782,277.835378656164
"152","C",903.669724939391,281.627204734832
"153","C",186.991671100259,347.144649131224
"154","C",202.658951980993,118.498702533543
"155","C",288.557983702049,253.964150091633
"156","C",798.631272977218,556.240977719426
"157","C",475.121226161718,231.097697746009
"158","B",770.771817769855,987.638479331508
"159","B",992.297024466097,960.015847114846
"160","C",811.099534388632,857.64246317558
"161","A",634.044782491401,197.890010895208
"162","C",846.010283334181,421.172177651897
"163","C",501.694795675576,964.349876623601
"164","A",663.214929634705,270.265191560611
"165","C",511.655368842185,468.75285753049
"166","C",524.638179456815,90.3739726636559
"167","C",347.003379836679,132.189642172307
"168","B",809.235938359052,910.339578054845
"169","B",213.974988320842,485.132075613365
"170","B",423.013881314546,818.203859496862
"171","C",377.63355160132,46.3306521996856
"172","C",784.650578629225,680.798347108066
"173","B",364.645583787933,500.186673132703
"174","B",731.619958998635,277.712710900232
"175","A",380.332519300282,396.527534350753
"176","A",714.831268647686,224.264281569049
"177","B",37.0582542382181,801.880007609725
"178","D",498.559136874974,175.409281626344
"179","C",721.490374067798,571.412282763049
"180","C",978.518000338227,485.99839117378
"181","A",949.058695463464,463.691917713732
"182","B",296.092094155028,832.917607855052
"183","B",259.326393716037,443.768992787227
"184","D",923.973979661241,246.781462803483
"185","B",732.039236230776,686.167023843154
"186","B",739.723321516067,196.635647676885
"187","C",593.436368042603,393.708766670898
"188","C",80.2614386193454,979.536790400743
"189","D",801.363316131756,166.306396946311
"190","B",261.158882174641,580.268834484741
"191","C",283.103776397184,130.612945416942
"192","C",714.157090056688,303.156730718911
"193","B",868.215053807944,999.153437325731
"194","C",701.323045184836,469.696082174778
"195","C",61.7800417821854,166.136446874589
"196","C",437.410934828222,515.182798728347
"197","D",330.648232484236,33.0652541015297
"198","C",904.205126455054,236.853645648807
"199","D",440.116849029437,100.347169442102
"200","C",384.970254963264,948.390407254919
"201","B",698.139973683283,984.774210257456
"202","C",873.962532263249,986.394732957706
"203","D",721.579354256392,992.260886589065
"204","C",442.052124300972,336.572940694168
"205","C",468.383849365637,986.480861902237
"206","D",866.327894618735,387.738636927679
"207","C",120.125230867416,819.027453893796
"208","C",16.2769188173115,440.244970610365
"209","B",621.233539190143,815.370301250368
"210","B",450.468938564882,785.418193321675
"211","C",54.370415629819,235.950794070959
"212","D",397.014734102413,883.337149629369
"213","C",839.227909687907,224.426471628249
"214","C",517.077034106478,366.956953890622
"215","D",846.898184623569,35.1360740605742
"216","C",338.45327491872,784.975619055331
"217","B",799.586572917178,271.10281935893
"218","D",722.995738498867,263.650200329721
"219","A",547.789565986022,390.549727482721
"220","D",290.06899963133,67.7025499753654
"221","C",334.961001994088,319.199310149997
"222","B",652.502363082021,446.538291638717
"223","C",676.856430945918,732.736602658406
"224","C",734.399398555979,575.791253242642
"225","B",740.551948081702,935.764488298446
"226","C",242.195844883099,848.751800600439
"227","C",729.575799545273,829.40362370573
"228","B",258.018251974136,460.59326804243
"229","B",186.944764340296,304.225919069722
"230","C",904.899303801358,464.668693486601
"231","B",938.692790223286,831.766394898295
"232","B",967.275375733152,906.134181655943
"233","A",107.161898398772,67.2279791906476
"234","B",386.74676604569,632.296633673832
"235","B",865.083527052775,409.6904611215
"236","C",394.467736128718,987.638426246122
"237","A",837.140261661261,181.298407260329
"238","C",51.9147433806211,238.837216747925
"239","C",619.56067965366,821.026458404958
"240","D",528.164664283395,226.079657208174
"241","C",60.0065975449979,806.242238730192
"242","B",130.914319539443,653.294471558183
"243","D",941.779737360775,357.801552163437
"244","D",725.135227432474,163.947203662246
"245","B",754.415177507326,714.372615795583
"246","D",454.452774720266,42.8904937580228
"247","B",429.517122451216,197.396023431793
"248","B",708.526996895671,164.368414320052
"249","C",767.060720361769,616.820843657479
"250","B",280.059142969549,105.660036206245
"251","C",937.392980558798,604.963595513254
"252","B",47.7428862359375,448.885181453079
"253","D",693.774678744376,98.7789887003601
"254","B",727.987584890798,893.472484080121
"255","C",513.293358962983,772.821649676189
"256","C",338.572729146108,758.264921605587
"257","C",71.1131477728486,336.393126985058
"258","C",676.048663677648,596.358698792756
"259","D",845.935948425904,40.0537753012031
"260","B",425.37472047843,787.406968185678
"261","C",276.47704561241,822.110962122679
"262","B",186.031270539388,303.2782508526
"263","D",791.721761226654,188.86036099866
"264","B",292.779080336913,677.701832959428
"265","C",806.800933554769,698.569418396801
"266","B",303.845515940338,548.589391401038
"267","C",643.67832033895,358.260014792904
"268","B",543.556314194575,830.743125639856
"269","C",871.774436207488,700.793869094923
"270","B",506.89166947268,758.134874049574
"271","B",224.495192989707,907.86511474289
"272","B",708.128533326089,176.124403253198
"273","B",671.919821528718,870.245536789298
"274","C",395.381115376949,593.206924386322
"275","C",820.148961851373,836.759672733024
"276","B",931.951388949528,482.719496125355
"277","C",606.327066430822,471.164693823084
"278","B",410.36698454991,574.072676710784
"279","C",843.162433011457,979.245526716113
"280","B",358.348509063944,692.136680241674
"281","B",71.9482835847884,419.433635892347
"282","B",836.629099678248,988.300426397473
"283","C",190.845285076648,101.729701273143
"284","B",417.061561252922,603.903653565794
"285","A",565.618111053482,344.005062477663
"286","C",50.722353393212,471.580820158124
"287","A",582.07591320388,348.356175236404
"288","C",174.117556307465,773.621516069397
"289","D",685.225554509088,312.522821128368
"290","B",278.545689536259,703.165703685954
"291","B",471.436888445169,294.235327281058
"292","C",475.961835356429,373.142552562058
"293","C",187.020775862038,158.69242628105
"294","B",346.010851440951,165.08669196628
"295","C",686.496410751715,572.408815845847
"296","A",723.981389775872,205.815386492759
"297","C",633.258768357337,685.312755871564
